"income","spread","loan.amount","high.rate","black","woman"
65,0,207,0,0,0
68,0,199,0,0,0
64,0,52,0,0,0
68,0,208,0,0,0
51,0,207,0,0,1
144,0,275,0,0,0
130,0,189,0,0,0
210,0,240,0,0,0
48,0,147,0,0,1
80,0,197,0,0,1
72,0,174,0,0,0
140,0,320,0,0,1
157,0,44,0,0,1
313,0,53,0,0,1
46,0,100,0,0,1
132,0,552,0,0,1
190,0,190,0,0,0
157,0,232,0,0,0
48,0,220,0,0,0
79,0,188,0,0,1
82,0,198,0,0,1
313,0,212,0,0,1
36,0,108,0,0,1
55,0,162,0,0,0
44,0,68,0,0,0
262,0,417,0,0,0
57,0,216,0,0,1
79,0,125,0,0,0
62,0,153,0,0,1
79,0,295,0,0,1
25,0,75,0,0,1
132,0,316,0,0,1
48,0,176,0,0,1
119,0,132,0,0,0
45,0,166,0,0,0
74,0,200,0,1,0
114,5.09,54,1,0,1
83,0,50,0,0,0
76,0,245,0,0,0
84,0,205,0,0,0
175,0,356,0,0,1
120,0,142,0,0,0
42,0,145,0,0,0
88,0,194,0,0,0
63,0,113,0,0,0
77,0,218,0,0,0
114,0,294,0,0,1
450,0,700,0,0,0
135,0,540,0,0,0
226,0,282,0,0,0
102,0,200,0,0,0
69,0,168,0,0,0
230,6.63,344,1,1,0
41,0,105,0,0,1
69,0,141,0,0,0
40,0,113,0,0,0
140,0,208,0,0,0
72,0,168,0,0,0
60,0,204,0,0,0
46,0,221,0,0,0
83,0,151,0,0,0
114,0,216,0,0,1
1514,6.41,221,1,0,0
69,0,32,0,0,0
139,0,400,0,0,0
222,0,335,0,0,1
582,0,248,0,0,0
65,0,222,0,0,0
45,0,162,0,0,1
78,0,177,0,0,1
64,0,205,0,0,0
89,0,151,0,0,0
99,0,326,0,0,0
90,0,200,0,0,1
61,0,171,0,0,0
65,0,244,0,0,0
95,0,109,0,0,0
111,0,196,0,0,0
96,0,204,0,0,0
95,0,221,0,0,0
55,0,183,0,0,0
61,0,52,0,0,0
120,0,153,0,0,0
52,0,225,0,0,0
34,0,159,0,0,1
148,0,402,0,0,0
18,0,58,0,0,0
68,0,174,0,0,0
150,0,396,0,0,0
127,0,212,0,0,0
212,0,96,0,0,0
308,0,160,0,0,0
309,0,449,0,0,0
201,0,356,0,0,0
350,0,407,0,0,0
84,0,417,0,0,0
1493,0,370,0,0,1
167,0,300,0,0,1
420,0,571,0,0,1
194,0,417,0,0,0
103,0,140,0,0,0
1000,0,1000,0,0,0
171,0,417,0,0,0
192,0,331,0,0,0
83,0,208,0,0,0
92,0,290,0,0,1
494,0,731,0,0,0
413,0,1500,0,0,0
500,0,650,0,0,0
90,0,232,0,0,0
91,0,312,0,0,1
460,0,400,0,0,0
460,0,700,0,0,0
214,0,594,0,0,0
292,0,630,0,0,0
91,0,39,0,0,1
68,0,185,0,0,1
42,0,94,0,0,0
60,0,225,0,0,0
252,0,407,0,0,0
74,5.32,171,1,0,0
166,0,225,0,0,0
197,0,140,0,0,0
120,0,380,0,0,0
120,0,95,0,0,0
161,0,232,0,0,0
74,0,138,0,0,0
56,3.04,181,1,0,1
180,0,36,0,0,0
180,0,288,0,0,0
92,0,120,0,0,0
36,0,131,0,0,0
70,0,156,0,0,1
70,0,182,0,0,0
59,0,100,0,0,0
265,0,224,0,0,0
99,0,167,0,0,0
68,0,115,0,0,0
69,0,144,0,0,0
300,0,420,0,0,0
352,0,41,0,0,0
111,0,102,0,0,0
127,0,400,0,0,1
175,0,328,0,0,0
200,0,100,0,0,0
90,0,255,0,0,0
659,0,417,0,0,0
60,0,245,0,0,1
204,0,244,0,0,0
295,0,247,0,0,0
187,0,145,0,0,0
187,0,580,0,0,0
213,0,532,0,0,0
168,0,372,0,0,0
297,0,650,0,0,0
400,0,400,0,0,0
109,0,320,0,0,0
158,0,164,0,0,1
179,0,335,0,0,0
185,0,180,0,0,0
228,0,417,0,0,0
219,0,530,0,0,0
77,0,150,0,0,1
40,0,107,0,0,1
44,0,110,0,0,1
82,0,190,0,0,1
142,0,258,0,0,0
140,0,221,0,0,0
200,0,287,0,0,0
81,0,408,0,0,0
149,0,358,0,0,0
95,0,233,0,0,0
78,0,310,0,0,0
97,0,130,0,0,0
79,0,200,0,0,0
208,0,329,0,0,0
257,0,320,0,0,0
88,0,305,0,0,0
127,0,300,0,0,0
53,0,228,0,0,0
203,0,200,0,0,0
70,0,231,0,0,1
270,0,200,0,0,0
167,0,296,0,0,0
100,0,175,0,0,0
77,0,316,0,0,0
246,0,320,0,0,0
290,0,303,0,0,0
42,3.43,195,1,0,0
37,0,100,0,0,0
102,0,224,0,0,0
90,0,261,0,0,0
43,3.69,72,1,0,0
143,0,117,0,0,1
225,0,417,0,0,0
40,0,105,0,0,1
132,0,147,0,0,0
60,0,135,0,0,0
79,0,96,0,0,0
396,0,570,0,0,0
25,0,68,0,0,0
56,0,75,0,0,1
195,0,680,0,0,1
71,0,271,0,1,1
150,0,238,0,0,0
106,0,206,0,0,1
106,0,52,0,0,1
93,0,322,0,0,0
180,0,280,0,0,0
265,0,180,0,0,0
85,0,260,0,0,0
147,0,782,0,0,0
40,0,120,0,0,1
288,0,775,0,0,0
527,0,941,0,0,0
900,0,800,0,0,0
847,0,500,0,0,0
63,0,184,0,0,0
65,0,200,0,0,0
229,0,312,0,0,1
211,0,39,0,0,0
46,0,162,0,0,0
211,0,310,0,0,0
107,0,183,0,0,0
70,0,202,0,0,0
227,0,349,0,0,0
300,0,200,0,0,0
164,0,360,0,0,0
67,0,172,0,0,1
538,0,523,0,0,0
54,0,188,0,0,1
102,0,185,0,0,0
390,0,350,0,0,0
42,0,50,0,0,1
141,0,25,0,0,1
141,0,178,0,0,1
60,6.15,215,1,0,0
130,0,361,0,0,0
68,0,196,0,0,0
64,0,190,0,0,0
50,0,180,0,0,0
68,0,162,0,0,0
104,0,264,0,0,0
57,0,190,0,1,0
66,0,212,0,1,1
80,0,232,0,0,0
85,0,38,0,1,0
103,0,252,0,0,0
93,0,177,0,1,0
80,6.69,156,1,0,0
97,5.79,161,1,1,0
97,8.22,40,1,1,0
52,0,202,0,1,0
60,0,121,0,0,0
57,5.04,130,1,1,1
60,0,114,0,0,0
151,0,150,0,0,0
46,0,246,0,0,0
48,0,224,0,1,0
431,3.41,207,1,0,0
65,0,157,0,0,1
190,0,204,0,1,0
240,3.43,237,1,0,0
85,0,204,0,1,0
90,0,274,0,0,0
86,0,270,0,0,0
70,0,253,0,0,0
240,3.31,239,1,0,0
58,0,247,0,1,0
240,3.31,252,1,0,0
62,0,210,0,0,0
79,0,236,0,0,0
72,0,152,0,0,0
72,3.04,234,1,0,0
78,0,230,0,1,1
68,4.87,176,1,0,0
51,5.84,206,1,0,0
63,4.91,164,1,1,0
55,6.44,218,1,0,0
145,3.32,196,1,0,0
66,0,182,0,0,0
96,0,177,0,0,1
70,0,203,0,1,1
93,0,203,0,0,0
57,0,166,0,0,0
77,0,192,0,0,1
54,0,202,0,0,1
54,0,186,0,0,0
64,3.04,179,1,1,0
68,0,226,0,1,1
138,0,209,0,0,1
96,0,132,0,0,0
54,0,50,0,0,0
71,0,135,0,0,0
71,0,252,0,0,0
152,0,300,0,0,0
107,0,195,0,0,0
75,0,302,0,0,0
175,0,99,0,0,0
269,0,592,0,0,0
169,0,118,0,0,0
94,0,347,0,0,1
101,0,192,0,0,1
359,0,298,0,0,0
270,0,396,0,0,0
103,0,318,0,0,0
367,0,525,0,0,0
450,0,525,0,0,0
320,0,545,0,0,0
54,0,259,0,0,0
157,0,139,0,0,0
996,0,642,0,0,0
425,0,120,0,0,0
110,0,225,0,0,0
225,0,221,0,0,0
61,0,233,0,0,0
150,0,100,0,0,0
152,0,100,0,0,0
195,0,207,0,0,1
350,0,305,0,0,0
1500,0,375,0,0,0
143,0,295,0,0,0
300,0,345,0,0,0
140,0,338,0,0,0
100,0,256,0,0,1
170,0,330,0,0,0
172,0,184,0,0,0
1000,0,348,0,0,0
200,0,208,0,0,0
170,0,110,0,0,0
103,0,194,0,0,0
172,0,236,0,0,0
121,0,352,0,0,0
225,0,569,0,0,0
136,0,432,0,0,0
297,0,360,0,0,0
142,0,260,0,0,0
396,0,462,0,0,0
89,0,308,0,0,1
86,0,200,0,0,0
114,0,168,0,0,1
672,0,621,0,0,0
570,0,613,0,0,0
72,0,218,0,0,0
67,0,190,0,0,0
95,0,349,0,0,0
420,0,780,0,0,1
260,0,512,0,0,0
466,0,1000,0,0,0
269,0,506,0,0,1
236,0,491,0,0,0
107,0,65,0,0,0
400,0,232,0,0,0
81,0,178,0,0,0
152,0,250,0,0,0
66,0,209,0,0,1
85,0,199,0,0,0
64,0,200,0,1,0
90,0,143,0,0,0
115,0,244,0,0,1
396,0,417,0,0,0
504,0,150,0,0,0
45,6.36,148,1,0,0
504,0,1200,0,0,0
65,0,221,0,0,0
99,0,119,0,0,0
1188,0,650,0,0,1
115,0,160,0,0,0
256,0,500,0,0,0
256,0,500,0,0,1
525,0,417,0,0,0
525,0,417,0,0,0
1020,0,417,0,0,0
63,0,208,0,0,0
59,0,120,0,0,0
275,0,384,0,0,0
456,0,281,0,0,0
65,0,194,0,0,1
150,0,232,0,0,0
80,0,271,0,0,0
120,0,232,0,0,0
160,0,212,0,0,0
52,0,224,0,0,1
123,0,300,0,0,1
80,0,298,0,0,0
345,0,1000,0,0,0
105,0,211,0,0,1
1080,0,1300,0,0,0
138,0,134,0,0,0
156,0,163,0,0,1
174,0,417,0,0,1
180,0,212,0,0,0
226,0,520,0,0,0
74,0,233,0,0,0
82,0,195,0,0,1
150,0,195,0,1,0
184,0,330,0,0,1
400,0,208,0,0,0
73,0,154,0,0,1
56,0,91,0,0,0
402,0,650,0,0,0
300,0,380,0,0,0
360,0,300,0,0,0
298,0,272,0,0,0
73,4.41,164,1,0,0
67,4.37,176,1,1,1
52,6.12,205,1,0,0
144,5,22,1,1,0
64,0,258,0,0,0
144,0,204,0,1,0
60,0,209,0,1,0
172,3.04,207,1,0,0
223,3.42,198,1,0,0
44,0,154,0,0,0
146,0,232,0,0,0
63,0,223,0,0,0
150,3.04,250,1,0,1
66,3.13,241,1,0,1
44,4.42,167,1,1,1
81,6.16,204,1,1,0
80,0,197,0,0,0
85,3.02,209,1,0,1
70,0,161,0,0,1
58,4.31,194,1,1,0
70,0,203,0,0,0
71,0,224,0,0,1
42,0,151,0,0,0
63,0,167,0,1,1
80,0,192,0,1,0
185,7.04,231,1,0,0
47,5.7,209,1,1,0
240,3.13,247,1,0,1
84,0,192,0,1,1
195,0,214,0,1,1
65,0,203,0,0,1
82,0,285,0,0,1
74,0,200,0,0,0
47,0,258,0,0,0
102,0,246,0,0,0
69,0,199,0,0,0
76,0,214,0,0,1
71,0,169,0,0,0
77,0,80,0,0,0
105,0,200,0,0,0
96,0,269,0,0,0
140,0,200,0,0,1
47,4.59,166,1,1,0
75,0,226,0,0,0
84,0,125,0,0,0
146,0,219,0,0,0
71,0,195,0,1,1
98,0,219,0,0,0
88,0,250,0,0,0
113,0,265,0,1,0
70,0,220,0,0,1
66,0,169,0,0,1
93,0,194,0,0,0
69,0,167,0,0,0
81,0,167,0,1,0
58,0,66,0,0,1
56,0,121,0,0,0
66,0,201,0,0,1
62,0,160,0,0,0
41,0,174,0,0,0
75,0,267,0,0,0
110,0,257,0,1,1
51,0,223,0,0,0
96,0,245,0,0,0
95,0,233,0,0,0
312,3.64,230,1,0,0
168,0,186,0,0,1
90,3.08,219,1,0,0
66,5.2,52,1,0,0
61,0,180,0,0,0
64,0,182,0,0,0
47,0,167,0,0,1
54,0,192,0,0,0
58,0,169,0,0,1
90,0,266,0,0,0
105,3.16,231,1,0,0
105,0,256,0,0,0
52,0,219,0,0,0
59,0,176,0,0,1
68,0,205,0,0,1
163,0,210,0,0,1
45,0,163,0,0,0
60,0,167,0,0,0
60,0,182,0,0,0
67,0,184,0,0,0
45,0,176,0,0,1
67,0,189,0,0,1
151,0,432,0,0,0
63,0,153,0,0,1
42,0,98,0,0,1
39,0,114,0,0,0
95,0,235,0,1,0
117,0,409,0,0,0
79,0,200,0,0,0
293,0,304,0,0,0
185,0,370,0,0,0
200,0,266,0,0,0
240,0,300,0,0,0
92,0,178,0,1,0
153,0,232,0,1,1
90,3.06,243,1,0,1
75,0,177,0,1,0
75,0,248,0,0,1
64,0,192,0,0,0
73,0,243,0,0,0
174,0,169,0,0,1
131,0,187,0,0,1
69,0,205,0,0,1
60,0,268,0,0,0
74,0,50,0,0,0
62,0,145,0,0,0
115,0,304,0,1,0
195,0,128,0,0,0
195,6.13,16,1,0,0
94,0,192,0,0,0
134,0,238,0,0,0
144,0,195,0,0,0
73,5.79,220,1,0,0
53,4.68,176,1,0,1
48,4.56,158,1,0,0
92,0,177,0,0,0
180,3.15,220,1,0,0
84,0,211,0,0,1
78,0,205,0,1,0
180,3.05,228,1,0,0
66,0,225,0,0,0
66,0,205,0,0,0
35,0,161,0,0,0
69,0,180,0,0,0
77,0,203,0,0,0
68,0,183,0,0,1
62,0,163,0,0,0
52,6.49,203,1,0,1
78,0,232,0,0,1
44,5.9,213,1,1,0
104,4.56,171,1,0,0
49,0,224,0,0,0
68,0,223,0,0,0
61,0,250,0,0,1
86,0,300,0,0,0
101,0,143,0,0,0
100,0,88,0,0,0
120,0,112,0,0,0
387,0,1000,0,0,0
50,0,149,0,0,1
62,0,180,0,0,0
222,0,188,0,0,0
117,0,230,0,0,0
50,0,204,0,0,0
240,0,117,0,0,0
485,0,460,0,0,0
281,0,900,0,0,0
161,0,254,0,0,0
110,0,208,0,0,0
40,0,198,0,0,0
102,0,221,0,0,0
82,0,318,0,0,0
40,0,139,0,0,1
57,0,176,0,0,1
217,0,380,0,0,0
234,0,302,0,0,1
81,0,273,0,0,0
119,0,309,0,0,0
60,0,214,0,0,0
57,0,197,0,0,0
119,0,50,0,0,0
175,0,250,0,0,0
238,0,300,0,0,1
156,0,358,0,0,0
52,0,180,0,0,0
102,0,125,0,0,0
240,0,299,0,0,0
97,6.41,359,1,0,0
62,0,167,0,0,0
47,0,140,0,0,1
48,0,182,0,0,0
51,0,47,0,0,0
178,0,600,0,0,0
266,0,395,0,0,0
141,0,205,0,0,0
192,0,416,0,0,1
51,0,141,0,0,0
44,0,146,0,0,0
102,0,397,0,0,0
163,0,300,0,0,0
312,0,835,0,0,0
475,0,417,0,0,0
475,0,336,0,0,0
312,0,104,0,0,0
111,0,215,0,0,0
41,0,352,0,0,1
150,0,176,0,0,0
137,0,296,0,0,0
146,0,379,0,0,0
103,0,384,0,0,0
541,0,400,0,0,0
192,0,340,0,0,1
585,0,650,0,0,0
150,0,412,0,0,0
389,0,560,0,0,0
263,5.19,564,1,0,0
250,0,285,0,0,0
350,0,380,0,0,0
475,0,356,0,0,0
160,0,225,0,0,1
207,0,359,0,0,1
172,3.01,397,1,0,0
210,0,480,0,0,1
181,0,478,0,1,0
112,0,193,0,0,0
480,0,622,0,0,0
460,0,1000,0,0,0
420,0,518,0,0,0
195,0,550,0,0,1
818,0,417,0,0,0
300,0,417,0,0,0
120,0,260,0,0,0
302,0,400,0,0,0
609,0,502,0,0,0
1065,0,1000,0,0,0
83,0,192,0,0,1
500,0,1268,0,0,0
433,0,921,0,0,0
300,0,632,0,0,0
246,0,573,0,0,0
910,0,786,0,0,0
1200,0,800,0,0,0
228,0,600,0,0,0
222,0,405,0,0,0
708,0,650,0,0,0
800,0,763,0,0,0
300,0,600,0,0,0
700,0,518,0,0,0
346,0,400,0,0,0
308,0,600,0,0,0
430,0,750,0,0,0
248,0,275,0,0,0
163,0,338,0,0,1
825,0,488,0,0,0
180,0,226,0,0,0
750,0,417,0,0,0
160,0,220,0,0,0
114,0,209,0,0,0
64,0,160,0,0,1
105,0,292,0,0,0
325,0,312,0,0,1
99,0,224,0,0,0
47,0,174,0,0,1
60,0,204,0,0,0
293,0,242,0,0,1
234,0,150,0,0,0
225,0,291,0,0,0
892,0,263,0,0,0
918,0,299,0,0,0
130,0,42,0,0,0
692,0,248,0,0,0
450,0,350,0,0,1
175,0,225,0,0,0
137,0,37,0,0,0
325,0,39,0,0,1
142,0,251,0,0,1
86,0,225,0,0,0
46,0,184,0,1,0
78,0,232,0,0,0
74,0,248,0,0,0
312,3.05,474,1,0,0
606,0,975,0,0,0
280,0,200,0,0,1
308,0,233,0,0,0
300,0,372,0,0,0
227,0,207,0,0,1
204,0,125,0,0,0
180,0,186,0,0,0
414,0,732,0,0,0
126,0,116,0,0,1
544,0,1049,0,0,0
336,0,317,0,0,0
342,0,215,0,0,0
200,0,336,0,0,0
63,0,176,0,0,0
396,0,300,0,0,0
240,0,264,0,0,0
160,0,232,0,0,0
272,0,400,0,0,0
534,0,305,0,0,1
224,0,417,0,0,0
407,4.05,151,1,0,0
92,0,228,0,0,0
133,0,184,0,0,0
295,0,225,0,0,0
205,3.86,207,1,0,0
86,0,250,0,0,0
62,0,150,0,0,0
67,0,199,0,0,0
240,0,135,0,0,0
152,0,380,0,0,0
366,0,156,0,0,0
707,0,300,0,0,0
380,0,413,0,0,0
234,0,154,0,0,0
361,0,212,0,0,0
218,0,348,0,0,0
158,0,174,0,0,0
157,0,205,0,0,0
216,0,21,0,0,0
203,0,282,0,0,0
130,0,335,0,0,0
170,0,300,0,0,1
91,0,216,0,0,0
216,0,169,0,0,0
211,0,508,0,0,0
152,0,552,0,0,0
35,0,158,0,0,0
276,0,375,0,0,0
78,0,92,0,0,0
70,0,170,0,0,0
85,0,155,0,0,0
31,0,212,0,0,0
120,0,181,0,0,0
250,0,217,0,0,0
300,0,293,0,0,0
376,0,251,0,0,0
87,0,249,0,0,0
258,0,775,0,0,0
218,0,800,0,0,0
156,0,262,0,0,0
125,0,228,0,0,0
325,0,288,0,0,0
420,0,735,0,0,0
300,0,344,0,0,0
475,0,480,0,0,0
175,0,346,0,0,1
261,0,354,0,0,0
812,0,448,0,0,0
300,0,395,0,0,0
337,0,484,0,0,0
210,0,417,0,0,0
136,0,103,0,0,0
32,0,92,0,0,1
84,0,200,0,0,0
120,0,275,0,0,0
175,0,320,0,0,0
525,0,291,0,0,0
525,0,291,0,0,0
525,0,298,0,0,0
525,0,298,0,0,0
309,0,443,0,0,0
237,0,365,0,0,0
203,0,298,0,0,0
171,0,444,0,0,0
332,0,325,0,0,1
190,0,545,0,0,0
500,0,523,0,0,0
1196,0,417,0,0,0
220,0,479,0,0,0
113,0,306,0,0,1
720,0,395,0,0,0
336,0,360,0,0,0
300,0,400,0,0,0
320,0,262,0,0,0
228,0,319,0,0,0
224,0,417,0,0,0
1000,0,417,0,0,0
543,0,325,0,0,0
340,0,296,0,0,0
250,0,300,0,0,0
597,0,365,0,0,0
405,0,360,0,0,0
202,0,248,0,0,1
108,0,370,0,0,0
133,0,255,0,0,0
500,0,400,0,0,0
445,0,420,0,0,0
90,0,286,0,0,0
480,0,417,0,0,0
168,0,240,0,0,0
128,0,360,0,0,0
940,0,480,0,0,0
82,0,248,0,0,0
228,0,245,0,0,0
348,0,400,0,0,0
530,0,386,0,0,0
228,0,379,0,0,0
82,0,168,0,0,1
111,0,230,0,0,0
101,0,220,0,0,1
125,0,338,0,0,0
127,0,320,0,0,0
182,0,300,0,0,0
595,0,300,0,0,0
1324,0,1500,0,0,0
1000,0,650,0,0,0
700,0,264,0,0,1
300,0,298,0,0,0
656,0,1725,0,0,0
780,0,599,0,0,0
92,0,417,0,0,0
655,0,685,0,0,0
425,0,932,0,0,1
598,0,640,0,0,0
200,0,408,0,0,0
300,0,640,0,0,0
510,0,270,0,0,1
274,0,452,0,0,0
73,0,550,0,0,0
1303,0,1200,0,0,0
99,0,417,0,0,0
550,0,412,0,0,0
395,0,400,0,0,0
210,0,417,0,0,0
133,0,600,0,0,0
321,0,543,0,0,1
154,0,409,0,0,1
480,0,454,0,0,0
288,6.56,317,1,0,0
196,0,700,0,0,1
373,0,396,0,0,0
269,0,536,0,0,0
327,0,294,0,0,0
152,0,500,0,0,0
800,0,413,0,0,0
299,0,354,0,0,0
1056,0,700,0,0,0
360,0,417,0,0,0
244,0,417,0,0,0
930,0,360,0,0,0
385,0,345,0,0,0
180,0,223,0,0,0
282,0,417,0,0,0
282,0,84,0,0,0
212,0,50,0,0,0
350,0,417,0,0,0
212,0,400,0,0,0
717,0,500,0,0,0
198,0,200,0,0,1
328,0,161,0,0,0
121,0,398,0,0,0
124,0,330,0,0,0
240,0,384,0,0,1
327,0,451,0,0,0
340,0,200,0,0,0
129,0,67,0,0,0
66,0,113,0,0,1
124,0,207,0,0,1
38,0,20,0,0,0
38,0,75,0,0,0
303,0,452,0,0,0
40,0,230,0,0,0
144,0,467,0,0,0
70,0,178,0,0,0
71,0,215,0,0,0
77,0,141,0,0,0
38,0,33,0,0,0
38,0,134,0,0,0
44,0,120,0,1,1
44,0,30,0,1,1
45,0,70,0,0,0
41,0,140,0,1,1
46,3.83,55,1,0,0
11,0,30,0,0,1
36,0,138,0,0,0
33,0,74,0,1,1
78,0,90,0,0,1
64,0,140,0,0,1
86,0,141,0,0,1
97,0,128,0,0,1
159,0,175,0,0,1
447,0,145,0,0,0
447,0,417,0,0,0
81,0,200,0,0,0
1000,0,417,0,0,0
62,0,280,0,0,0
81,0,38,0,0,0
77,0,205,0,0,0
132,0,105,0,0,0
61,0,184,0,0,1
180,0,65,0,0,0
49,3.67,175,1,0,0
67,0,204,0,1,0
61,0,35,0,0,1
67,0,26,0,1,0
36,0,180,0,0,0
60,0,64,0,0,0
87,0,127,0,0,1
33,0,162,0,1,1
152,0,128,0,0,0
22,0,80,0,1,1
45,0,70,0,1,0
46,0,121,0,1,0
92,3.25,73,1,0,0
360,0,158,0,0,0
92,3.17,83,1,0,0
93,3.28,64,1,0,0
60,0,14,0,0,1
92,3.23,78,1,0,0
84,0,200,0,0,1
92,3.26,68,1,0,0
102,0,166,0,0,0
82,3.17,83,1,0,0
202,0,30,0,0,0
40,0,100,0,0,1
341,0,168,0,0,0
92,3.28,64,1,0,0
92,3.17,83,1,0,0
60,0,112,0,0,1
202,0,158,0,0,0
103,0,220,0,0,0
100,0,200,0,0,0
99,0,194,0,0,0
127,0,119,0,0,0
112,0,235,0,0,0
52,0,185,0,0,0
695,0,317,0,0,0
68,0,135,0,0,0
78,0,217,0,0,1
78,0,183,0,0,0
78,0,23,0,0,0
100,0,152,0,0,0
41,0,149,0,0,1
71,0,186,0,0,0
695,0,40,0,0,0
52,0,162,0,0,0
206,0,311,0,0,0
205,0,523,0,0,0
180,0,255,0,0,0
39,4.59,103,1,0,0
169,0,260,0,0,0
173,0,568,0,0,0
1437,0,468,0,0,0
772,0,291,0,0,0
120,0,204,0,0,0
93,0,250,0,0,1
62,0,135,0,0,0
106,0,136,0,0,0
40,0,80,0,0,0
40,5.46,20,1,0,0
114,0,49,0,0,0
114,0,260,0,0,0
37,0,28,0,0,1
175,0,130,0,0,0
175,0,279,0,0,0
37,0,112,0,0,1
73,0,200,0,0,1
854,0,254,0,0,0
44,0,112,0,0,0
50,0,143,0,0,1
75,0,190,0,1,1
37,0,152,0,0,0
55,0,170,0,0,0
37,0,38,0,0,0
99,0,257,0,0,0
194,0,140,0,0,0
120,0,50,0,0,0
325,0,378,0,0,1
68,0,172,0,0,0
109,0,162,0,0,0
66,0,127,0,0,0
103,0,197,0,0,0
28,0,114,0,0,0
159,0,50,0,0,0
38,0,140,0,0,1
360,3.28,167,1,0,0
108,0,168,0,0,0
259,0,105,0,0,0
120,0,380,0,0,1
259,0,560,0,0,0
167,0,52,0,0,0
325,0,470,0,0,0
108,0,32,0,0,0
74,0,137,0,0,0
116,0,125,0,0,1
61,3.13,180,1,0,0
167,0,414,0,0,0
167,0,50,0,0,0
48,0,92,0,0,0
89,0,100,0,0,0
42,0,121,0,0,0
96,0,202,0,0,0
50,0,143,0,0,1
57,0,174,0,0,1
115,0,221,0,0,1
61,0,158,0,0,0
90,0,195,0,0,0
42,0,30,0,0,0
208,0,156,0,0,0
63,0,152,0,0,0
72,0,244,0,0,0
44,0,110,0,0,0
92,0,253,0,0,1
47,0,33,0,0,0
102,0,236,0,0,1
96,0,51,0,0,0
44,0,27,0,0,0
56,0,114,0,0,1
200,0,340,0,0,0
186,0,198,0,0,1
134,0,50,0,0,0
272,0,158,0,0,0
52,0,156,0,0,0
69,0,100,0,0,0
66,0,100,0,0,1
35,0,105,0,0,1
85,0,175,0,0,0
216,0,539,0,0,0
40,0,160,0,0,1
57,0,204,0,0,0
65,0,162,0,0,1
99,0,108,0,0,1
74,0,147,0,0,0
100,0,157,0,0,0
100,0,33,0,0,0
80,0,172,0,0,0
38,0,100,0,0,1
276,0,168,0,0,0
230,0,90,0,0,0
65,0,121,0,0,1
230,0,480,0,0,0
218,0,400,0,0,0
663,0,356,0,0,0
73,0,154,0,0,0
139,0,380,0,0,0
75,0,115,0,0,1
94,0,228,0,0,1
273,0,225,0,0,1
300,0,221,0,0,1
512,0,776,0,0,1
97,0,137,0,0,0
281,0,460,0,0,1
281,0,86,0,0,1
240,0,388,0,0,0
66,0,209,0,0,0
1967,0,1000,0,0,0
119,0,214,0,0,0
140,0,417,0,0,0
89,0,135,0,0,0
60,0,259,0,1,0
170,0,67,0,1,0
152,0,376,0,0,0
300,0,212,0,0,0
130,0,75,0,0,1
143,0,74,0,0,0
350,0,325,0,0,0
143,0,393,0,0,0
119,0,210,0,0,0
143,0,300,0,0,1
182,0,276,0,0,1
170,0,267,0,1,0
110,0,35,0,0,0
60,0,46,0,0,0
279,0,515,0,0,0
68,0,80,0,0,0
104,0,269,0,0,1
127,0,124,0,0,0
128,0,291,0,0,0
102,0,304,0,0,1
33,0,174,0,0,0
110,0,280,0,0,0
60,0,184,0,0,0
112,0,265,0,0,0
249,0,595,0,0,0
98,0,252,0,0,0
104,0,236,0,0,1
112,0,260,0,0,1
86,0,230,0,0,0
141,0,176,0,0,0
259,0,221,0,0,1
119,0,200,0,0,0
74,0,210,0,0,1
34,0,204,0,0,0
86,0,29,0,0,0
99,0,193,0,0,0
66,0,188,0,0,1
75,0,150,0,0,1
229,0,280,0,0,1
290,0,191,0,0,0
218,0,601,0,0,0
98,0,176,0,0,0
74,0,188,0,0,0
49,0,80,0,0,0
86,0,150,0,0,0
37,0,158,0,0,0
102,0,130,0,0,0
540,4.04,315,1,0,0
154,0,320,0,0,0
103,0,320,0,0,0
85,3.06,295,1,0,0
194,0,284,0,0,0
194,0,36,0,0,0
204,0,240,0,0,0
260,0,417,0,0,0
720,0,164,0,0,0
78,0,176,0,0,0
71,0,149,0,1,1
150,3.3,253,1,0,0
91,0,295,0,0,1
184,3.11,266,1,0,0
78,0,146,0,0,0
253,0,197,0,0,0
65,0,170,0,0,0
62,0,27,0,0,0
81,0,147,0,0,0
14,0,38,0,0,1
285,0,192,0,0,0
52,0,143,0,0,0
401,0,270,0,0,0
250,0,200,0,0,0
86,0,200,0,0,1
174,0,165,0,0,0
1355,3.06,158,1,0,0
156,0,160,0,0,0
71,0,28,0,1,1
511,0,181,0,0,0
398,0,199,0,0,0
74,3.12,247,1,0,1
66,0,100,0,0,0
270,0,280,0,0,1
281,0,182,0,0,1
59,0,159,0,0,0
168,0,234,0,0,0
81,0,180,0,0,0
70,0,45,0,0,0
91,0,228,0,0,0
47,0,130,0,0,0
45,0,160,0,0,0
70,0,179,0,0,0
251,3.09,384,1,0,1
60,0,193,0,0,0
36,0,138,0,0,0
110,0,204,0,0,0
110,0,26,0,0,0
55,0,154,0,0,1
65,0,163,0,0,0
78,0,206,0,0,0
78,0,161,0,0,1
73,0,168,0,0,0
41,0,199,0,0,0
69,0,192,0,0,0
97,0,75,0,0,0
127,0,149,0,0,0
43,0,74,0,0,1
57,0,107,0,0,0
46,0,210,0,0,1
124,0,247,0,0,1
55,0,190,0,0,0
